client_id,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,visitor_id,visit_id,process_step,date_time,variation
5153744,121.0,43.0,M,2.0,155391.59999999998,0.0,3.0,244020701_82131395533,191184961_36258458665_148354,4,2017-05-03 15:19:18,0
5154317,189.0,48.0,M,2.0,113279.64,5.0,8.0,545048179_45843176200,599760077_31008034650_605050,0,2017-06-04 17:30:36,0
5154397,119.0,33.5,F,2.0,56906.37,1.0,4.0,802628880_96805844902,980116412_8399903614_197994,4,2017-04-14 15:47:20,0
5155056,97.0,33.0,U,2.0,46397.74,0.0,3.0,629262566_46274213312,474055807_10635312271_244081,2,2017-04-12 11:20:56,0
5155056,97.0,33.0,U,2.0,46397.74,0.0,3.0,629262566_46274213312,61309073_30557312092_695135,1,2017-03-29 11:16:22,0
5155111,173.0,48.5,F,2.0,90805.41,2.0,5.0,87288457_11552805659,16088015_36538738703_204060,4,2017-03-29 17:08:16,0
5155111,173.0,48.5,F,2.0,90805.41,2.0,5.0,43432361_54129623459,445478478_54994731912_90939,0,2017-03-31 10:58:17,0
5155639,78.0,28.5,U,2.0,28630.49,1.0,4.0,271693761_6185626494,332608071_5702096906_714474,4,2017-03-30 09:39:57,0
5156074,67.0,57.5,U,2.0,57480.76,6.0,9.0,841711445_76409980347,240857763_97427529138_768303,4,2017-04-19 12:48:07,0
5156074,67.0,57.5,U,2.0,57480.76,6.0,9.0,680128283_79785985382,978205682_15534088402_159573,2,2017-04-05 14:13:19,0
5156595,123.0,61.5,F,2.0,98263.33,6.0,9.0,920019920_12750074227,393501332_19838610657_266272,0,2017-03-29 14:08:44,0
5156595,123.0,61.5,F,2.0,98263.33,6.0,9.0,920019920_12750074227,760520622_44661840616_508580,4,2017-04-07 13:46:50,0
5156607,60.0,51.5,U,2.0,49637.17999999999,2.0,5.0,149627595_6331502909,845389216_45475164074_703618,4,2017-03-29 13:30:42,0
5156645,60.0,63.0,U,2.0,27833.96,2.0,5.0,330249303_56464712328,166841145_34801673197_317621,0,2017-06-07 20:16:12,0
5156720,143.0,33.5,F,2.0,59922.95,1.0,4.0,135422755_16696566039,511778954_74538736917_751308,0,2017-04-08 11:00:38,0
5157060,88.0,59.0,U,2.0,38614.7,5.0,8.0,890107990_14643222049,149118780_23634018550_187694,0,2017-03-29 23:22:02,0
5157060,88.0,59.0,U,2.0,38614.7,5.0,8.0,100920808_45446492990,153132410_86046256426_802382,0,2017-03-29 21:32:21,0
5157060,88.0,59.0,U,2.0,38614.7,5.0,8.0,330601377_72488979309,371083602_39961154568_331128,4,2017-05-17 00:37:43,0
5157060,88.0,59.0,U,2.0,38614.7,5.0,8.0,351211359_10275380366,706593067_35364127339_114629,0,2017-03-29 17:59:08,0
5159617,106.0,63.0,U,2.0,25729.98,1.0,4.0,106287036_12730356771,894212410_87543482049_272335,0,2017-04-03 09:20:16,0
5159617,106.0,63.0,U,2.0,25729.98,1.0,4.0,419989719_92707457232,935473689_10602735899_175717,3,2017-04-12 11:26:15,0
5159936,179.0,70.0,M,2.0,58328.69,2.0,5.0,220199212_28162348073,590169650_95349258698_267914,3,2017-04-09 10:27:33,0
5160147,167.0,64.0,F,2.0,43661.42999999999,0.0,3.0,488400702_35174382051,706856226_23306884208_259757,3,2017-04-10 12:32:40,0
5160147,167.0,64.0,F,2.0,43661.42999999999,0.0,3.0,378970591_98195931537,754761987_83538444838_747841,0,2017-03-29 15:24:40,0
5161092,141.0,73.0,U,2.0,49380.16,6.0,9.0,892390960_63849784333,429899299_15751453781_773421,0,2017-04-05 13:05:20,0
5161092,141.0,73.0,U,2.0,49380.16,6.0,9.0,104284144_37051263133,935429276_89840897679_755274,0,2017-05-26 18:53:38,0
5161092,141.0,73.0,U,2.0,49380.16,6.0,9.0,104284144_37051263133,952654215_73236627067_163965,0,2017-05-04 18:47:48,0
5161244,182.0,26.5,M,2.0,54606.81,5.0,8.0,858959043_61683843676,73134015_7211209936_105495,4,2017-04-23 11:22:58,0
5161688,167.0,43.5,M,2.0,69513.48,2.0,5.0,890806446_77553282196,109270825_70428791942_253169,4,2017-03-29 11:19:40,0
5161793,48.0,60.5,U,2.0,170232.58000000002,2.0,5.0,55519862_92356113768,827654329_46434994652_230822,4,2017-03-31 12:24:38,0
5162202,223.0,72.5,F,2.0,100459.76,2.0,5.0,576686116_46379146698,989241849_12710669325_634631,4,2017-03-29 15:39:29,0
5162378,73.0,55.0,U,2.0,43856.59,0.0,3.0,141686948_19513881937,487486372_69531423261_55755,0,2017-03-29 11:53:58,0
5162401,58.0,42.0,U,2.0,59352.91,6.0,9.0,292937681_43118034465,97546109_27627578998_685352,4,2017-05-14 08:55:46,0
5163125,111.0,48.0,M,2.0,52391.72,3.0,6.0,202776490_22124358934,751698633_83539225970_332745,0,2017-04-07 10:19:54,0
5163335,126.0,23.5,F,2.0,43615.12,6.0,9.0,850755637_17828750452,720555339_15390131657_716377,4,2017-04-07 19:48:35,0
5163801,189.0,41.0,M,2.0,66990.22,0.0,3.0,832626115_35674284899,673703775_30967408842_43044,3,2017-04-13 13:18:48,0
5164404,102.0,53.0,U,2.0,27353.31,2.0,5.0,10863827_74319353173,319354937_5673270946_177169,0,2017-04-04 19:28:09,0
5165659,78.0,34.0,U,2.0,31323.36,1.0,4.0,802224638_95100525735,287625791_65809661808_468232,0,2017-06-19 11:37:17,0
5168225,100.0,67.5,U,2.0,171122.08000000002,6.0,9.0,904960556_45479769844,595245782_97656713185_699399,4,2017-03-31 16:37:04,0
5169372,73.0,41.0,M,2.0,60252.94,6.0,9.0,913893971_31925447393,620693667_38482658584_515526,4,2017-06-04 21:26:06,0
5169372,73.0,41.0,M,2.0,60252.94,6.0,9.0,913893971_31925447393,968253678_74591565103_289681,4,2017-06-01 21:19:35,0
5171196,339.0,32.5,U,2.0,148304.53,2.0,5.0,377322922_314157736,482643803_42389831489_238383,4,2017-04-01 12:21:46,0
5171644,199.0,59.0,F,2.0,72400.26999999999,0.0,3.0,302789236_72403397165,502540411_29453033336_30382,3,2017-06-14 12:32:43,0
5171763,126.0,52.5,M,2.0,65901.86,5.0,8.0,834281698_84019684893,922434821_5832477526_199790,4,2017-04-03 16:55:34,0
5172392,281.0,33.5,M,2.0,51787.41,1.0,4.0,119961455_67950422986,318272498_4087347332_266080,4,2017-04-20 16:48:24,0
5173793,94.0,28.5,U,2.0,23801.11,2.0,5.0,191658760_42272329915,153114839_50589387897_772531,3,2017-04-19 15:22:37,0
5173793,94.0,28.5,U,2.0,23801.11,2.0,5.0,191658760_42272329915,747712988_21167501950_122251,4,2017-04-23 09:18:45,0
5173793,94.0,28.5,U,2.0,23801.11,2.0,5.0,191658760_42272329915,887171629_34634780275_697576,0,2017-04-24 15:30:18,0
5175035,59.0,29.0,U,2.0,43049.31,3.0,6.0,54530916_2771228640,513493859_23199281443_51427,0,2017-04-09 12:39:05,0
5175617,91.0,40.5,M,2.0,41932.05,0.0,3.0,571347799_52496550559,913957137_60277687793_685174,4,2017-04-05 13:04:07,0
5176605,60.0,26.5,U,2.0,30447.54,1.0,4.0,774008378_88098749074,186472529_25523767139_303093,4,2017-04-15 11:10:55,0
5176605,60.0,26.5,U,2.0,30447.54,1.0,4.0,343227865_977826517,452808074_98784517973_393243,1,2017-04-17 20:05:45,0
5176958,157.0,37.0,F,2.0,79738.98,6.0,9.0,190982987_43578470612,265021770_72161936487_490100,2,2017-04-21 11:55:06,0
5176958,157.0,37.0,F,2.0,79738.98,6.0,9.0,190982987_43578470612,874073819_4522140636_107987,4,2017-06-08 21:23:15,0
5177089,143.0,37.0,F,2.0,28787.01,1.0,4.0,359940839_76129362153,91258532_65778386569_452543,0,2017-03-30 04:43:47,0
5177200,135.0,87.0,F,2.0,228347.78,4.0,7.0,304751721_43061687887,435320715_18065600886_958692,0,2017-03-29 10:13:31,0
5177923,169.0,50.0,M,2.0,32216.13,0.0,3.0,374453551_44129031348,648823842_4478214041_412211,1,2017-03-30 10:16:07,0
5178136,150.0,35.5,M,2.0,33048.22,0.0,3.0,855440952_66852668278,258191473_39480148580_552851,4,2017-04-19 11:44:32,0
5180278,175.0,51.0,U,2.0,29808.54,0.0,3.0,237506790_57561649581,912529075_31990740129_890280,0,2017-06-06 14:39:29,0
5182613,70.0,25.5,U,2.0,44943.92,1.0,4.0,949038351_65230954783,203356064_62687781972_744438,0,2017-04-15 17:15:30,0
5182613,70.0,25.5,U,2.0,44943.92,1.0,4.0,949038351_65230954783,302053260_34541427665_383478,0,2017-04-14 23:06:28,0
5182613,70.0,25.5,U,2.0,44943.92,1.0,4.0,949038351_65230954783,686379222_5581684807_582924,0,2017-04-17 14:26:32,0
5182699,95.0,43.5,U,2.0,40828.69,6.0,9.0,13858321_69002501216,544994605_25266447912_814357,4,2017-04-03 23:06:28,0
5182728,115.0,42.0,F,2.0,38380.54,0.0,3.0,297760427_28807263103,146526323_67634135108_525417,0,2017-04-07 17:52:42,0
5183929,110.0,34.0,F,2.0,46009.44,1.0,4.0,412250919_8481923572,92417684_53211440617_855127,3,2017-04-10 11:35:04,0
5184711,193.0,38.0,M,2.0,168850.03999999998,3.0,6.0,462561068_75439825218,541406237_77625843912_176140,4,2017-06-20 13:34:46,0
5186330,298.0,78.0,M,2.0,164290.82,3.0,7.0,441838547_27937991477,172428056_88328850664_572107,4,2017-05-06 15:41:30,0
5187667,72.0,23.0,F,2.0,26490.0,6.0,9.0,4598068_715359069,378767186_88974347269_143663,1,2017-05-29 18:30:41,0
5188022,209.0,57.0,F,2.0,140952.22,6.0,9.0,563344958_49594772826,633764367_76410568597_199668,1,2017-04-14 10:43:37,0
5188022,209.0,57.0,F,2.0,140952.22,6.0,9.0,88658539_62696817675,671688133_63169693854_552157,1,2017-05-08 22:19:01,0
5188022,209.0,57.0,F,2.0,140952.22,6.0,9.0,721201047_28854849668,877448362_12570320144_290091,1,2017-04-16 11:30:09,0
5189179,109.0,28.5,M,2.0,33904.96,1.0,4.0,524410794_99159711433,338429535_40852187438_976332,0,2017-04-24 09:12:35,0
5189179,109.0,28.5,M,2.0,33904.96,1.0,4.0,524410794_99159711433,614834509_128661164_710226,4,2017-04-24 15:33:01,0
5189179,109.0,28.5,M,2.0,33904.96,1.0,4.0,524410794_99159711433,849899263_64747831258_580184,0,2017-04-23 10:24:38,0
5189229,58.0,51.0,U,2.0,23896.99,2.0,5.0,332474554_8684901556,358708687_5922326150_604978,4,2017-05-21 14:26:25,0
5189871,193.0,55.5,F,2.0,63074.85,5.0,8.0,470380607_42119050778,623191791_58927708459_722433,4,2017-03-31 08:49:32,0
5189898,193.0,20.5,M,2.0,49238.78,2.0,5.0,317454632_88606112725,101299207_34352941387_283858,4,2017-03-29 11:42:55,0
5190284,120.0,48.0,F,2.0,42587.39,1.0,4.0,87333591_34541464170,318963848_70735908555_154390,4,2017-05-24 15:48:50,0
5191224,307.0,68.0,F,2.0,46210.74,1.0,4.0,37717810_90049107893,489913509_670001788_196709,1,2017-04-27 17:48:53,0
5191587,73.0,27.0,U,2.0,27890.3,3.0,6.0,968392134_87714422689,727333715_95868836812_69904,0,2017-04-27 20:41:16,0
5192072,222.0,49.5,M,2.0,87193.65,0.0,3.0,665419592_59694692755,779610638_46105590808_541414,4,2017-03-29 11:16:46,0
5192635,127.0,58.5,M,2.0,47733.78,2.0,5.0,790033000_86584616494,977389290_32482181891_790967,4,2017-04-06 11:49:28,0
5192767,58.0,29.0,U,2.0,29022.59,3.0,6.0,857591808_73551866321,992454655_74628988865_1085,0,2017-04-08 23:51:44,0
5192875,106.0,31.5,F,2.0,55964.83,0.0,3.0,242575978_34755726740,656720340_82688611825_418039,4,2017-04-12 16:41:17,0
5194510,105.0,56.0,F,2.0,88244.7,6.0,9.0,565297994_84346410889,614046655_52425551771_192319,0,2017-04-24 07:27:35,0
5194745,96.0,22.0,U,2.0,39871.01,1.0,4.0,27577011_45270795670,824113875_27620040560_529833,4,2017-06-14 00:46:48,0
5194828,283.0,56.5,M,2.0,112755.19,1.0,4.0,478292788_86917556586,597811535_5274976572_124450,1,2017-04-05 17:49:53,0
5194828,283.0,56.5,M,2.0,112755.19,1.0,4.0,478292788_86917556586,846104375_53641936266_891360,4,2017-04-05 17:57:46,0
5195254,73.0,44.0,U,2.0,29701.9,4.0,7.0,861663131_62644659987,520887718_61528177695_187192,2,2017-04-08 00:16:34,0
5198942,129.0,65.0,M,2.0,222566.91,4.0,7.0,909134254_94781719169,576717234_66962443646_738646,2,2017-06-02 09:21:44,0
5200509,200.0,35.5,M,2.0,35800.22,1.0,4.0,856060766_69273872864,520672234_6141129075_651431,4,2017-04-12 14:51:43,0
5200656,252.0,59.0,F,2.0,111187.16,2.0,5.0,188807550_78271715619,74695147_21491380262_99700,3,2017-06-03 07:10:56,0
5200656,252.0,59.0,F,2.0,111187.16,2.0,5.0,188807550_78271715619,825585947_19380967731_632695,4,2017-06-04 05:26:33,0
5201744,119.0,61.0,F,2.0,56780.99,0.0,3.0,86619827_48541072433,770133081_71925335429_803738,4,2017-06-15 18:11:21,0
5202386,47.0,21.5,U,2.0,45178.51,6.0,9.0,231882394_70378327145,405937429_38138687643_656025,4,2017-04-06 11:18:30,0
5202722,96.0,66.0,U,2.0,35109.63,6.0,9.0,493958861_81175683604,834423208_16317189845_327438,0,2017-04-09 11:53:55,0
5202902,156.0,45.0,F,2.0,31185.32,1.0,4.0,220033167_86340818553,404277638_22220273602_185101,4,2017-06-03 09:05:13,0
5203608,125.0,28.0,M,2.0,45397.49,6.0,9.0,437721191_75375891365,739734354_96641174311_215735,0,2017-06-02 19:48:45,0
5203638,173.0,45.5,M,2.0,50888.31,1.0,4.0,514748856_47487940758,997626477_99561907059_500535,4,2017-04-19 11:11:46,0
5204398,173.0,45.5,F,2.0,45172.01,3.0,6.0,365198060_81487447856,775017113_54073712770_380696,4,2017-04-06 23:18:21,0
5204861,102.0,39.0,U,2.0,62332.34,2.0,5.0,416565271_24429147902,670203155_11384984847_818043,0,2017-04-08 16:17:53,0
5205837,119.0,56.5,M,2.0,114022.38,5.0,8.0,546233924_17064882900,513337435_57241412070_514498,4,2017-04-20 19:43:52,0
5206236,154.0,37.5,F,2.0,54200.16,2.0,5.0,580628920_36796803510,701641638_86240294719_206219,4,2017-04-14 10:57:32,0
5208415,72.0,30.0,M,2.0,32547.41,1.0,4.0,966035586_70169912454,329203687_30024822544_80910,0,2017-04-12 10:53:36,0
5209167,291.0,25.5,M,2.0,29695.98,2.0,5.0,125877498_72220309710,868178220_91493235951_695561,4,2017-03-31 14:13:13,0
5210046,79.0,50.5,U,2.0,93230.72,2.0,5.0,691725054_58391160287,647710613_83464928290_349447,4,2017-04-05 10:50:17,0
5210423,84.0,27.5,U,2.0,44572.88,4.0,7.0,823452621_70735109320,353329246_7736081656_448052,4,2017-04-05 11:05:38,0
5210864,176.0,34.0,F,2.0,86677.88,6.0,9.0,543971413_40924082265,22452371_12869480598_825352,0,2017-06-04 15:28:58,0
5211253,138.0,51.5,F,2.0,32271.54,0.0,3.0,729095645_5938206512,463388178_60457795869_641507,3,2017-04-26 15:08:05,0
5211253,138.0,51.5,F,2.0,32271.54,0.0,3.0,729095645_5938206512,566249039_5736345282_360370,4,2017-04-26 15:09:44,0
5211908,67.0,21.5,U,2.0,31770.42,6.0,9.0,701264251_81943933319,667350317_9947529614_803143,4,2017-04-06 15:20:19,0
5213888,84.0,50.0,U,2.0,128233.88,2.0,5.0,491798911_99230056192,73462141_53164838643_107125,4,2017-05-20 16:00:27,0
5214008,125.0,23.0,M,2.0,47764.49,6.0,9.0,950259177_16853596773,257467719_20340112926_246311,1,2017-04-05 14:56:19,0
5215020,89.0,65.0,U,2.0,75228.35,1.0,4.0,70992413_64766239557,874655777_75523720807_157801,0,2017-06-20 15:39:57,0
5215055,82.0,40.0,M,2.0,24977.05,2.0,5.0,800426839_96662130399,211160700_70334377569_90972,1,2017-05-02 22:11:23,0
5215055,82.0,40.0,M,2.0,24977.05,2.0,5.0,800426839_96662130399,823959910_68753903496_51423,4,2017-06-03 22:51:04,0
5215088,82.0,55.5,U,2.0,74890.51,3.0,6.0,658828950_40286552225,190514612_5134577256_702262,4,2017-03-31 23:38:26,0
5215138,226.0,42.0,U,2.0,76814.64,3.0,6.0,800097208_73713333083,58501541_5158874217_295951,4,2017-05-01 11:43:04,0
5215310,177.0,42.0,M,2.0,73952.79000000001,0.0,3.0,118903184_85205702252,798512598_32229588716_816619,0,2017-06-17 07:20:55,0
5215554,94.0,37.0,U,2.0,40295.57,0.0,3.0,458777160_83786351815,418185414_8976713557_49016,1,2017-04-13 16:48:14,0
5216058,288.0,75.0,U,2.0,40836.33,4.0,7.0,626705885_39730082876,16227816_69447835719_307544,1,2017-05-16 21:43:04,0
5216058,288.0,75.0,U,2.0,40836.33,4.0,7.0,626705885_39730082876,542771049_3731663463_759553,4,2017-06-01 12:13:40,0
5217337,57.0,25.5,U,2.0,39665.58,1.0,4.0,705415199_3643898559,109011250_15395719573_228235,4,2017-03-28 19:35:10,0
5219815,131.0,67.0,M,2.0,64069.96,4.0,7.0,63926712_85877822528,638379030_95854768314_24224,1,2017-03-29 19:14:51,0
5220791,90.0,49.5,U,2.0,79594.45999999999,2.0,5.0,86450889_11917553092,376879435_81748069906_515112,4,2017-03-29 11:25:19,0
5221154,102.0,51.0,U,2.0,30926.74,1.0,4.0,923537124_2040093545,299586594_6389125090_853640,4,2017-06-08 21:43:23,0
5221707,59.0,30.0,M,2.0,29078.68,1.0,4.0,274045078_68523756022,221242128_36611008167_807755,1,2017-03-29 11:46:29,0
5221707,59.0,30.0,M,2.0,29078.68,1.0,4.0,274045078_68523756022,437508339_36261922141_302514,2,2017-04-12 17:42:19,0
5221886,82.0,56.5,U,2.0,144682.59999999998,5.0,8.0,66992816_67289945165,846884110_53359829393_850799,3,2017-04-05 20:11:34,0
5221886,82.0,56.5,U,2.0,144682.59999999998,5.0,8.0,66992816_67289945165,948208728_50913018735_16439,4,2017-04-14 13:22:03,0
5223873,81.0,42.5,U,2.0,83581.41,6.0,9.0,889543535_36502157432,392560692_25877369781_337329,4,2017-04-12 12:23:05,0
5226265,105.0,45.5,F,2.0,29887.82,6.0,9.0,249576972_36633150127,388070190_93470318752_272971,4,2017-03-29 16:21:06,0
5226804,158.0,35.0,F,2.0,33889.5,2.0,5.0,292060657_86756260348,734376145_20318205975_342127,0,2017-06-11 10:52:15,0
5226970,72.0,28.0,U,2.0,27195.37,6.0,9.0,585219052_30596202050,366138028_14649771974_858410,4,2017-06-11 18:20:53,0
5228586,195.0,71.5,F,2.0,188456.28,1.0,4.0,988586154_59223740461,892517897_54614250376_309392,4,2017-04-05 16:18:05,0
5229511,70.0,48.5,U,2.0,34948.04,4.0,7.0,833480480_14536362696,351704523_74575917273_468274,4,2017-04-05 17:54:53,0
5230191,168.0,31.5,F,2.0,62679.52,0.0,3.0,891228393_93651712061,998649955_63008113905_433973,4,2017-04-19 16:16:54,0
5232551,193.0,44.5,F,2.0,141588.9,6.0,9.0,271765260_20901103601,403036615_45147489908_637391,4,2017-03-31 14:26:45,0
5233697,145.0,36.0,M,2.0,61559.95,1.0,4.0,397790700_10127696178,550714012_50562540143_373215,0,2017-04-20 09:53:42,0
5234070,194.0,60.0,M,2.0,96486.9,4.0,7.0,594160141_69852258891,209003232_93861560839_476385,0,2017-06-09 00:08:33,0
5234070,194.0,60.0,M,2.0,96486.9,4.0,7.0,594160141_69852258891,396114059_86585456875_436971,4,2017-06-09 01:12:18,0
5234998,177.0,48.5,M,2.0,30748.65,2.0,5.0,78439144_42238615950,423663969_63942865492_141684,4,2017-04-04 21:25:09,0
5236006,158.0,33.0,F,2.0,59973.52,0.0,3.0,566060066_35605782854,70983319_69394481751_14466,4,2017-05-15 19:02:13,0
5236509,64.0,42.0,U,2.0,36896.33,3.0,6.0,524391673_53868236410,907054214_98214615013_713090,3,2017-04-05 07:19:22,0
5237164,60.0,54.5,U,2.0,120010.16,2.0,5.0,405772202_82987317731,930226975_70298813647_505497,4,2017-04-18 07:36:47,0
5237360,201.0,59.0,M,2.0,75672.57,3.0,6.0,956073903_64005449496,452162859_21020942182_373389,4,2017-06-02 12:40:03,0
5237394,263.0,57.0,F,2.0,192243.39,3.0,6.0,69358158_28296675482,366823476_88163729475_775706,0,2017-04-15 19:36:50,0
5237394,263.0,57.0,F,2.0,192243.39,3.0,6.0,69358158_28296675482,983777791_5458668387_981657,3,2017-04-06 01:26:52,0
5237672,95.0,25.5,M,2.0,77857.61,6.0,9.0,438391895_91109090778,806191097_93363065282_594797,4,2017-04-17 02:18:28,0
5237891,60.0,29.5,U,2.0,27147.16,1.0,4.0,647674496_61162522090,355101350_60136632411_820078,0,2017-03-29 12:11:32,0
5237891,60.0,29.5,U,2.0,27147.16,1.0,4.0,777350148_59337713582,54286384_69160341731_297357,4,2017-04-01 18:09:56,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,332253085_35150585957,217699896_99977093151_239562,0,2017-03-30 18:53:32,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,621556405_62923082119,228699601_31001269156_932518,4,2017-05-13 12:03:57,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,95353939_85939845313,363988363_52559536208_548679,0,2017-03-30 15:15:32,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,428904098_32552126953,490475770_64600660386_957927,0,2017-03-30 19:00:23,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,90464370_39745096745,691661732_85072183536_405838,0,2017-04-11 20:30:27,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,90464370_39745096745,707153525_73649003096_568917,0,2017-03-30 15:17:50,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,621556405_62923082119,938135741_60126657627_305712,0,2017-04-11 20:37:46,0
5238268,196.0,31.0,M,2.0,98093.43,4.0,7.0,428904098_32552126953,98119987_74719912898_937385,0,2017-04-11 20:21:56,0
5240077,176.0,37.5,M,2.0,41179.96,0.0,3.0,774950976_5211082311,228307307_90157666821_523880,4,2017-04-05 07:46:15,0
5241540,293.0,60.0,M,2.0,143371.28999999998,1.0,4.0,498546856_52821717679,70913215_95855442826_949349,1,2017-04-13 00:17:52,0
5241540,293.0,60.0,M,2.0,143371.28999999998,1.0,4.0,341875972_31285355699,76913583_98313588530_780840,3,2017-04-13 00:44:24,0
5242709,178.0,58.0,M,2.0,24507.3,0.0,3.0,268653034_39117337875,94500127_80714994352_569038,1,2017-06-20 14:26:42,0
5243165,58.0,24.0,U,2.0,31241.58,1.0,4.0,973951966_83504318574,397294428_37713557899_794462,4,2017-05-19 17:49:12,0
5243165,58.0,24.0,U,2.0,31241.58,1.0,4.0,973951966_83504318574,911678929_65160150170_984302,4,2017-05-20 14:37:35,0
5244179,73.0,39.0,M,2.0,96578.75,6.0,9.0,170238813_65044409349,142032029_32187424901_814932,1,2017-04-08 07:47:59,0
5244367,78.0,31.5,U,2.0,112637.71,1.0,4.0,9291895_90729182685,223827768_42432025713_215777,4,2017-04-17 13:59:06,0
5244585,155.0,30.5,F,2.0,131639.94,2.0,5.0,367586640_10725825410,502905717_39578928975_994821,4,2017-04-15 10:20:46,0
5244658,264.0,25.5,F,2.0,45474.82,3.0,6.0,359391721_99199505583,956561574_63373809214_326441,4,2017-04-03 20:48:23,0
5244980,150.0,60.0,M,2.0,24348.49,0.0,3.0,28309773_18358642463,804819138_32331524642_337209,0,2017-03-29 11:30:45,0
5245008,253.0,23.0,M,2.0,38101.68,5.0,8.0,117671279_5290627778,345004318_90554815032_955960,2,2017-04-01 11:17:33,0
5246819,61.0,30.0,U,2.0,30772.15,0.0,3.0,664442417_33573285077,122968948_36945967472_605587,3,2017-04-13 19:26:12,0
5246819,61.0,30.0,U,2.0,30772.15,0.0,3.0,374099483_10792265204,568567854_84674046856_213041,4,2017-05-07 14:13:53,0
5247593,83.0,41.0,U,2.0,36901.03,6.0,9.0,628576432_44947456093,474950754_37003036681_285015,0,2017-04-05 19:31:16,0
5247593,83.0,41.0,U,2.0,36901.03,6.0,9.0,628576432_44947456093,521746641_11461043062_20924,4,2017-06-01 13:28:09,0
5247686,126.0,53.5,F,2.0,78515.81,6.0,9.0,183106673_96925314385,294009926_44359745092_545244,4,2017-04-06 16:39:07,0
5247686,126.0,53.5,F,2.0,78515.81,6.0,9.0,183106673_96925314385,905192666_48440576176_142285,0,2017-04-02 13:33:30,0
5247830,179.0,28.0,M,2.0,72093.12,6.0,9.0,229796313_34469028206,301027826_9981552195_14669,0,2017-05-10 19:08:09,0
5247830,179.0,28.0,M,2.0,72093.12,6.0,9.0,134579535_77393668594,464568823_48421137839_736192,0,2017-06-13 02:56:28,0
5247830,179.0,28.0,M,2.0,72093.12,6.0,9.0,134579535_77393668594,567224793_86267252910_688,0,2017-06-14 03:32:10,0
5249489,84.0,25.5,U,2.0,69333.67,6.0,9.0,871092480_79638340738,745730636_14512953474_86374,4,2017-04-19 21:45:39,0
5249755,122.0,41.0,F,2.0,83184.83,1.0,4.0,885667330_768080069,866546944_89334429488_882963,4,2017-05-20 10:26:42,0
5249821,188.0,51.0,F,2.0,43432.98,3.0,6.0,95052279_99297511534,410789835_13476922322_848451,0,2017-06-06 09:18:49,0
5250051,178.0,64.5,F,2.0,46731.0,6.0,9.0,257408260_70930454965,630466383_92709573585_313835,4,2017-03-30 18:14:26,0
5250259,139.0,37.0,M,2.0,56795.44,0.0,3.0,544743869_85881999974,212574804_52068548890_274374,1,2017-03-30 05:18:20,0
5250597,253.0,42.5,F,2.0,63227.55,3.0,6.0,266717833_98903612091,771591919_12450338520_978128,4,2017-04-12 12:00:26,0
5250597,253.0,42.5,F,2.0,63227.55,3.0,6.0,422854295_17407643421,878075722_1532961453_50102,0,2017-03-29 13:26:28,0
5250698,83.0,27.0,U,2.0,32143.91,6.0,9.0,502925719_76052747059,815131463_46569588537_428538,2,2017-04-08 19:25:28,0
5250877,82.0,40.0,U,2.0,77281.88,4.0,7.0,337574539_91540838651,672744992_16415410806_89273,0,2017-06-14 09:26:25,0
5251307,153.0,66.5,M,2.0,211987.38,6.0,9.0,115919382_49541449115,972129591_35602932002_415445,4,2017-04-03 12:02:02,0
5251671,60.0,47.0,U,2.0,51640.5,2.0,5.0,458246698_42712356259,163597841_39150588226_666650,4,2017-06-15 16:25:28,0
5253683,108.0,34.0,M,2.0,27285.89,0.0,3.0,227903727_86465521832,995138232_6283377070_161821,2,2017-04-03 18:17:23,0
5253882,73.0,71.5,U,2.0,54930.59,4.0,7.0,209491381_20082544640,184228204_33554267108_855565,3,2017-04-07 12:36:52,0
5253882,73.0,71.5,U,2.0,54930.59,4.0,7.0,209491381_20082544640,648083630_90353902947_519109,0,2017-04-07 12:49:33,0
5253914,233.0,54.0,M,2.0,25618.58,4.0,7.0,666057984_51808100170,15644788_5588002626_314422,1,2017-05-03 13:42:10,0
5253914,233.0,54.0,M,2.0,25618.58,4.0,7.0,324992344_81034511694,497240115_28000778079_562710,0,2017-04-10 20:21:57,0
5253954,72.0,24.0,F,2.0,51147.25,4.0,7.0,173349700_35126632081,161835562_86399137619_297533,1,2017-05-04 11:57:24,0
5253954,72.0,24.0,F,2.0,51147.25,4.0,7.0,1238477_65971655386,710852214_23853829317_590495,4,2017-06-04 17:31:53,0
5254323,179.0,56.5,F,2.0,112538.23,1.0,4.0,198975571_33321803353,520795914_60167840132_195407,4,2017-04-05 13:53:28,0
5254812,67.0,36.5,U,2.0,25864.28,1.0,4.0,16918613_4958671282,313176002_44751348574_830063,0,2017-03-30 12:03:08,0
5254812,67.0,36.5,U,2.0,25864.28,1.0,4.0,16918613_4958671282,484498135_87946291927_194057,0,2017-03-29 12:44:54,0
